0.960 0.759 0.578 0.582   1.0
0.056 0.095 0.266 0.528   -1.0
0.943 0.260 0.696 0.715   1.0
0.367 0.550 0.441 0.680   1.0
0.325 0.367 0.274 0.402   -1.0
0.394 0.491 0.737 0.260   -1.0
0.510 0.220 0.764 0.088   -1.0
0.131 0.144 0.896 0.397   -1.0
0.361 0.340 0.931 0.057   -1.0
0.973 0.425 0.604 0.415   1.0
0.612 0.740 0.471 0.886   1.0
0.181 0.280 0.633 0.918   1.0
0.637 0.428 0.759 0.401   1.0
0.560 0.532 0.659 0.457   1.0
0.331 0.817 0.269 0.262   -1.0
0.323 0.235 0.299 0.926   -1.0
0.403 0.538 0.389 0.874   1.0
0.531 0.055 0.704 0.164   1.0*
0.243 0.801 0.402 0.003   -1.0
0.918 0.563 0.735 0.577   1.0
0.664 0.908 0.837 0.933   1.0
0.712 0.255 0.405 0.011   -1.0
0.054 0.414 0.720 0.444   -1.0
0.144 0.975 0.344 0.847   1.0
0.317 0.091 0.939 0.719   1.0
0.142 0.637 0.656 0.876   1.0
0.676 0.540 0.122 0.513   -1.0
0.291 0.225 0.728 0.696   -1.0
0.910 0.751 0.649 0.630   1.0
0.937 0.774 0.169 0.281   1.0
0.307 0.598 0.712 0.247   -1.0
0.805 0.388 0.954 0.462   1.0
0.167 0.138 0.805 0.289   -1.0
0.278 0.581 0.875 0.006   -1.0
0.111 0.917 0.027 0.760   -1.0
0.222 0.697 0.321 0.391   1.0*
0.943 0.699 0.576 0.655   1.0
0.893 0.460 0.333 0.846   1.0
0.598 0.014 0.059 0.403   -1.0
0.710 0.681 0.883 0.585   1.0
0.160 0.696 0.604 0.188   -1.0
0.151 0.410 0.152 0.472   -1.0
0.130 0.415 0.499 0.705   -1.0
0.445 0.598 0.529 0.778   1.0
0.451 0.376 0.458 0.510   -1.0
0.761 0.220 0.460 0.644   1.0
0.147 0.804 0.501 0.750   -1.0*
0.956 0.901 0.402 0.108   1.0
0.203 0.238 0.787 0.702   -1.0
0.856 0.147 0.541 0.386   -1.0
0.985 0.836 0.301 0.443   1.0
0.080 0.203 0.566 0.539   -1.0
0.371 0.686 0.652 0.872   1.0
0.644 0.828 0.337 0.046   -1.0
0.709 0.248 0.174 0.496   1.0*
0.117 0.353 0.097 0.658   -1.0
0.022 0.643 0.575 0.323   -1.0
0.921 0.403 0.290 0.487   1.0
0.137 0.858 0.628 0.789   1.0
0.064 0.433 0.557 0.401   -1.0
0.493 0.110 0.726 0.667   -1.0
0.677 0.785 0.960 0.774   1.0
0.698 0.796 0.086 0.273   -1.0
0.172 0.194 0.522 0.462   -1.0
0.464 0.599 0.538 0.092   -1.0
0.268 0.156 0.820 0.825   1.0
0.298 0.318 0.668 0.025   1.0*
0.275 0.701 0.770 0.234   -1.0
0.213 0.932 0.271 0.299   -1.0
0.390 0.472 0.399 0.912   1.0
0.079 0.376 0.533 0.618   -1.0
0.920 0.886 0.624 0.740   1.0
0.181 0.039 0.029 0.849   -1.0
0.015 0.124 0.765 0.786   -1.0
0.240 0.999 0.290 0.512   1.0
0.496 0.902 0.770 0.894   1.0
0.703 0.974 0.189 0.236   1.0
0.657 0.156 0.477 0.281   -1.0
0.188 0.462 0.935 0.218   -1.0
0.998 0.233 0.435 0.763   1.0
0.793 0.003 0.017 0.083   -1.0
0.315 0.579 0.417 0.085   -1.0
0.231 0.789 0.447 0.420   -1.0
0.039 0.078 0.181 0.516   -1.0
0.077 0.704 0.821 0.012   -1.0
0.132 0.010 0.155 0.567   -1.0
0.174 0.360 0.777 0.191   -1.0
0.292 0.507 0.022 0.709   -1.0
0.495 0.940 0.381 0.942   1.0
0.405 0.981 0.438 0.586   1.0
0.797 0.663 0.201 0.618   1.0
0.123 0.750 0.685 0.278   -1.0
0.459 0.452 0.677 0.236   -1.0
0.120 0.528 0.150 0.142   -1.0
0.743 0.637 0.178 0.123   -1.0
0.539 0.528 0.560 0.977   1.0
0.056 0.774 0.777 0.257   -1.0
0.452 0.380 0.142 0.137   -1.0
0.459 0.596 0.110 0.136   -1.0
0.754 0.256 0.360 0.904   1.0
