0.633 0.341 0.904 0.130   1.0
0.335 0.156 0.795 0.928   1.0
0.075 0.053 0.164 0.116   -1.0
0.912 0.793 0.862 0.437   1.0
0.353 0.865 0.041 0.720   -1.0
0.117 0.603 0.414 0.567   -1.0
0.856 0.200 0.773 0.760   1.0
0.382 0.094 0.486 0.176   -1.0
0.042 0.251 0.076 0.205   -1.0
0.905 0.117 0.160 0.767   -1.0
0.183 0.121 0.419 0.224   -1.0
0.797 0.341 0.444 0.211   -1.0
0.876 0.067 0.107 0.649   -1.0
0.437 0.030 0.921 0.923   1.0
0.944 0.964 0.458 0.019   1.0
0.825 0.925 0.287 0.985   1.0
0.840 0.168 0.813 0.259   1.0
0.654 0.056 0.732 0.098   -1.0
0.640 0.974 0.334 0.747   1.0
0.160 0.184 0.653 0.081   -1.0
0.860 0.025 0.071 0.318   -1.0
0.240 0.143 0.969 0.527   -1.0
0.661 0.367 0.296 0.474   -1.0
0.688 0.128 0.682 0.420   -1.0
0.949 0.060 0.200 0.283   -1.0
0.823 0.443 0.991 0.476   1.0
0.098 0.336 0.549 0.169   -1.0
0.593 0.409 0.798 0.562   1.0
0.926 0.223 0.303 0.222   -1.0
0.929 0.910 0.825 0.611   1.0
0.051 0.560 0.391 0.251   -1.0
0.198 0.074 0.286 0.189   -1.0
0.810 0.287 0.886 0.359   1.0
0.541 0.952 0.865 0.339   1.0
0.801 0.265 0.737 0.104   -1.0
0.434 0.033 0.397 0.259   -1.0
0.728 0.309 0.205 0.118   -1.0
0.048 0.316 0.634 0.334   -1.0
0.184 0.144 0.792 0.071   -1.0
0.248 0.611 0.456 0.113   -1.0
0.970 0.914 0.214 0.708   1.0
0.701 0.141 0.051 0.098   -1.0
0.696 0.826 0.709 0.901   1.0
0.270 0.949 0.261 0.904   1.0
0.766 0.088 0.427 0.558   -1.0
0.931 0.807 0.770 0.387   1.0
0.720 0.357 0.834 0.935   1.0
0.852 0.636 0.206 0.903   1.0
0.606 0.598 0.561 0.316   1.0
0.505 0.585 0.448 0.766   1.0
0.731 0.532 0.578 0.158   -1.0
0.737 0.089 0.897 0.507   1.0
0.817 0.228 0.834 0.650   1.0
0.899 0.502 0.799 0.105   1.0
0.534 0.711 0.003 0.094   -1.0
0.502 0.600 0.612 0.950   1.0
0.101 0.681 0.898 0.679   1.0
0.988 0.416 0.929 0.885   1.0
0.405 0.702 0.151 0.239   -1.0
0.314 0.138 0.854 0.112   -1.0
0.259 0.646 0.953 0.262   1.0
0.980 0.763 0.340 0.592   1.0
0.706 0.694 0.394 0.604   1.0
0.233 0.592 0.789 0.162   -1.0
0.712 0.567 0.179 0.863   1.0
0.532 0.177 0.944 0.386   1.0
0.186 0.644 0.935 0.140   -1.0
0.676 0.120 0.669 0.016   -1.0
0.383 0.722 0.406 0.777   1.0
0.779 0.010 0.918 0.568   1.0
0.395 0.280 0.740 0.574   -1.0
0.546 0.106 0.320 0.490   -1.0
0.610 0.677 0.136 0.545   -1.0
0.042 0.221 0.937 0.711   -1.0
0.649 0.094 0.959 0.055   -1.0
0.284 0.834 0.881 0.202   1.0
0.053 0.597 0.682 0.793   1.0
0.826 0.340 0.278 0.146   -1.0
0.769 0.756 0.507 0.905   1.0
0.324 0.947 0.521 0.260   1.0
0.758 0.910 0.752 0.717   -1.0*
0.622 0.001 0.799 0.503   -1.0
0.201 0.557 0.801 0.883   1.0
0.972 0.709 0.690 0.250   1.0
0.520 0.019 0.611 0.027   -1.0
0.911 0.350 0.872 0.432   1.0
0.530 0.190 0.520 0.282   -1.0
0.485 0.905 0.908 0.284   1.0
0.111 0.485 0.965 0.912   1.0
0.315 0.884 0.077 0.005   -1.0
0.932 0.524 0.154 0.543   1.0
0.079 0.454 0.901 0.951   1.0
0.512 0.481 0.076 0.032   -1.0
0.983 0.517 0.668 0.891   1.0
0.076 0.002 0.286 0.041   -1.0
0.654 0.356 0.798 0.731   1.0
0.932 0.664 0.885 0.086   1.0
0.436 0.165 0.660 0.337   -1.0
0.546 0.848 0.596 0.622   1.0
0.359 0.605 0.396 0.027   -1.0
0.197 0.103 0.498 0.483   -1.0
0.412 0.136 0.499 0.210   -1.0
0.859 0.142 0.531 0.744   1.0
0.738 0.179 0.393 0.398   -1.0
0.508 0.944 0.364 0.104   -1.0
0.244 0.463 0.171 0.640   -1.0
0.667 0.837 0.593 0.166   1.0
0.736 0.578 0.456 0.235   1.0
0.324 0.094 0.930 0.855   1.0
0.159 0.592 0.017 0.552   1.0*
0.533 0.060 0.934 0.897   1.0
0.501 0.141 0.628 0.672   -1.0
