0.393 0.216 0.777 0.233   -1.0
0.636 0.895 0.036 0.442   1.0
0.505 0.381 0.499 0.805   1.0
0.690 0.352 0.817 0.015   -1.0
0.155 0.166 0.812 0.218   -1.0
0.290 0.388 0.064 0.325   -1.0
0.082 0.718 0.413 0.859   -1.0*
0.248 0.495 0.845 0.283   -1.0
0.858 0.788 0.318 0.357   1.0
0.010 0.047 0.945 0.826   -1.0
0.502 0.981 0.227 0.314   1.0
0.675 0.604 0.587 0.739   1.0
0.785 0.821 0.647 0.198   1.0
0.598 0.446 0.175 0.443   -1.0
0.112 0.301 0.517 0.430   -1.0
0.111 0.440 0.704 0.056   -1.0
0.766 0.558 0.247 0.993   1.0
0.447 0.668 0.476 0.034   -1.0
0.405 0.818 0.228 0.052   -1.0
0.908 0.650 0.462 0.083   1.0
0.191 0.195 0.393 0.709   -1.0
0.051 0.819 0.066 0.755   -1.0
0.332 0.520 0.433 0.579   -1.0
0.305 0.026 0.181 0.781   -1.0
0.589 0.187 0.878 0.816   1.0
0.894 0.724 0.889 0.355   1.0
0.982 0.547 0.003 0.375   -1.0
0.628 0.426 0.074 0.694   -1.0
0.950 0.026 0.701 0.383   1.0
0.214 0.688 0.631 0.395   -1.0
0.690 0.984 0.656 0.568   1.0
0.895 0.462 0.524 0.784   1.0
0.332 0.766 0.364 0.334   -1.0
0.619 0.963 0.566 0.693   1.0
0.747 0.643 0.683 0.447   1.0
0.289 0.661 0.713 0.920   1.0
0.182 0.610 0.040 0.838   -1.0
0.841 0.733 0.640 0.365   1.0
0.457 0.697 0.282 0.821   1.0
0.423 0.440 0.994 0.989   1.0
0.651 0.736 0.776 0.335   1.0
0.802 0.623 0.844 0.515   1.0
0.901 0.698 0.153 0.941   1.0
0.332 0.781 0.269 0.972   1.0
0.786 0.429 0.843 0.068   1.0
0.875 0.491 0.691 0.869   1.0
0.824 0.520 0.216 0.601   1.0
0.399 0.403 0.478 0.243   -1.0
0.021 0.143 0.616 0.175   -1.0
0.152 0.506 0.866 0.421   -1.0
0.012 0.206 0.907 0.856   -1.0
0.158 0.730 0.766 0.848   1.0
0.246 0.672 0.119 0.461   -1.0
0.974 0.860 0.675 0.452   1.0
0.593 0.474 0.246 0.209   -1.0
0.330 0.361 0.155 0.196   -1.0
0.633 0.208 0.988 0.540   1.0
0.263 0.698 0.794 0.028   -1.0
0.393 0.274 0.218 0.512   -1.0
0.491 0.486 0.595 0.166   -1.0
0.698 0.760 0.412 0.944   -1.0*
0.060 0.274 0.329 0.215   -1.0
0.111 0.848 0.678 0.099   -1.0
0.741 0.362 0.085 0.535   -1.0
